Order ID,Order Date,Customer ID,Region,Product ID,Sales,Quantity,Profit
CA-2015-145352,3/16/2015,CM-12385,South,OFF-AR-10001662,2.74,1,0.7398
CA-2017-113558,10/21/2017,PH-18790,South,FUR-CH-10003379,683.952,3,42.747
CA-2016-168753,5/29/2016,RL-19615,South,TEC-PH-10000984,979.95,5,274.386
CA-2015-134894,12/7/2015,DK-12985,South,OFF-AP-10001271,152.94,3,41.2938
CA-2017-112774,9/11/2017,RC-19960,South,FUR-FU-10003039,34.504,1,6.0382
CA-2014-155852,3/3/2014,AJ-10945,South,OFF-AR-10003560,19.456,4,3.4048
CA-2014-145576,9/14/2014,CA-12775,South,OFF-AP-10003914,13,5,1.3
CA-2015-128139,7/3/2015,BD-11725,South,FUR-CH-10003956,70.98,1,4.9686
CA-2014-149958,3/15/2014,AS-10240,South,OFF-ST-10001490,142.776,1,17.847
CA-2017-144694,9/24/2017,BD-11605,South,TEC-AC-10002857,17.88,3,2.4585
CA-2015-168004,10/4/2015,DJ-13420,South,FUR-CH-10001482,392.94,3,43.2234
CA-2016-143308,11/4/2016,RC-19825,South,OFF-FA-10000621,10.74,3,5.2626
US-2017-168116,11/4/2017,GT-14635,South,TEC-MA-10004125,7999.98,4,-3839.9904
CA-2014-157784,7/5/2014,MC-17845,South,TEC-AC-10003911,479.97,3,163.1898
US-2014-117135,6/21/2014,NP-18325,South,FUR-FU-10004071,104.01,1,14.5614
CA-2014-138527,9/12/2014,BN-11470,South,OFF-PA-10001800,10.368,2,3.6288
CA-2017-146136,9/3/2017,AP-10915,South,OFF-EN-10001219,24.448,4,8.8624
CA-2016-114713,7/7/2016,SC-20695,South,OFF-SU-10004664,45.584,7,5.1282
CA-2016-140928,9/18/2016,NB-18655,South,FUR-TA-10001095,383.438,4,-167.3184
CA-2017-126046,11/3/2017,JC-16105,South,OFF-LA-10004484,12.39,3,5.6994
CA-2014-162775,1/13/2014,CS-12250,South,OFF-EN-10001990,11.36,2,5.3392
CA-2014-106810,5/14/2014,AJ-10795,South,FUR-FU-10004306,310.88,2,23.316
CA-2016-157245,5/19/2016,LE-16810,South,FUR-CH-10003746,641.96,2,179.7488
CA-2015-154921,5/23/2015,EA-14035,South,OFF-EN-10000056,186.69,3,87.7443
CA-2015-115938,6/26/2015,SA-20830,South,OFF-BI-10001543,143.96,4,69.1008
CA-2016-105256,5/20/2016,JK-15730,South,TEC-PH-10001530,1363.96,5,85.2475
CA-2016-115504,3/12/2016,MC-18130,South,OFF-PA-10003953,12.96,2,6.2208
CA-2017-129462,6/16/2017,JE-15745,South,FUR-CH-10000665,301.96,2,90.588
CA-2016-165316,7/23/2016,JB-15400,South,OFF-AR-10002956,35.216,2,2.6412
US-2017-156083,11/4/2017,JL-15175,South,OFF-PA-10001560,9.664,2,3.2616
CA-2015-114300,10/13/2015,AF-10885,South,TEC-PH-10001552,83.72,7,23.4416
CA-2016-113747,5/28/2016,VD-21670,South,OFF-AR-10003373,185.88,6,50.1876
CA-2016-134474,1/5/2016,AJ-10795,South,TEC-AC-10001714,191.472,6,40.6878
CA-2014-149020,1/10/2014,AJ-10780,South,OFF-LA-10004272,2.89,1,1.3583
CA-2017-114636,8/25/2017,GA-14725,South,OFF-PA-10001790,192.16,5,67.256
CA-2015-129098,10/9/2015,DK-13090,South,OFF-ST-10001321,30.84,2,8.3268
CA-2014-138296,12/5/2014,RC-19825,South,OFF-ST-10002444,24.56,2,6.8768
CA-2015-115091,10/5/2015,JJ-15760,South,OFF-AR-10000658,46.2,4,12.936
CA-2017-119305,11/30/2017,SW-20275,South,OFF-ST-10000604,173.8,5,43.45
CA-2015-160059,11/27/2015,TB-21190,South,OFF-BI-10000145,6.24,2,3.0576
CA-2014-127488,9/22/2014,MS-17365,South,OFF-LA-10001613,4.608,2,1.6704
CA-2016-145499,5/30/2016,RW-19690,South,OFF-BI-10000848,3.282,2,-2.6256
CA-2015-153549,3/29/2015,SL-20155,South,FUR-CH-10004086,1166.92,5,131.2785
CA-2014-117639,5/21/2014,MW-18235,South,OFF-BI-10003925,2715.93,7,1276.4871
CA-2015-162537,10/28/2015,RD-19585,South,OFF-EN-10003862,10.67,1,4.9082
CA-2015-111199,11/13/2015,JK-15730,South,OFF-PA-10001790,115.296,3,40.3536
CA-2017-121818,11/20/2017,JH-15430,South,OFF-AR-10000203,23.968,7,2.6964
CA-2016-169103,3/8/2016,ZC-21910,South,TEC-PH-10001530,1363.96,5,85.2475
CA-2017-158407,6/4/2017,LW-16990,South,FUR-FU-10001967,31.984,2,1.999
CA-2017-160423,1/21/2017,PS-19045,South,OFF-ST-10004340,348.208,7,30.4682
CA-2015-142755,9/4/2015,CS-12355,South,OFF-PA-10001970,279.9,5,137.151
US-2014-147627,1/20/2014,HL-15040,South,TEC-PH-10001061,699.93,7,181.9818
CA-2016-112102,4/12/2016,BD-11605,South,FUR-TA-10004086,343.92,4,75.6624
US-2016-148803,12/11/2016,LR-16915,South,OFF-ST-10001476,85.224,3,7.4571
CA-2014-136567,12/20/2014,PS-19045,South,OFF-ST-10004337,122.48,2,0
CA-2017-138779,1/14/2017,RB-19570,South,OFF-EN-10002504,21.744,1,7.3386
US-2015-130519,9/15/2015,NG-18355,South,OFF-PA-10001937,15.552,3,5.4432
CA-2017-133235,8/1/2017,LH-16750,South,TEC-PH-10002660,271.96,5,16.9975
CA-2016-144344,10/28/2016,PG-18820,South,FUR-FU-10000076,47.952,3,13.7862
CA-2017-133641,5/14/2017,EJ-14155,South,OFF-EN-10004955,48.69,9,23.8581
US-2016-168620,12/24/2016,RB-19795,South,OFF-BI-10001575,27.882,3,-20.4468
CA-2017-117079,10/23/2017,JR-15700,South,TEC-PH-10004586,863.88,3,107.985
US-2016-144393,10/28/2016,SM-20950,South,OFF-BI-10004236,17.616,4,-14.0928
CA-2017-100426,6/4/2017,DC-12850,South,OFF-PA-10002870,12.48,2,5.616
CA-2014-163293,9/8/2014,KC-16255,South,TEC-AC-10004209,32.97,3,12.8583
CA-2017-122154,4/9/2017,SA-20830,South,OFF-LA-10000121,15.12,3,4.914
CA-2016-137043,12/23/2016,LC-17140,South,FUR-FU-10003664,572.76,6,166.1004
CA-2015-115847,9/19/2015,TC-21535,South,FUR-BO-10003433,61.96,2,4.3372
US-2017-126179,7/3/2017,CS-12460,South,FUR-FU-10002554,23.99,1,5.5177
CA-2014-160773,7/1/2014,LW-16825,South,TEC-PH-10004586,575.92,2,71.99
CA-2017-121804,3/3/2017,LP-17095,South,OFF-AP-10004859,72.8,5,19.656
CA-2017-162635,10/9/2017,EB-14170,South,OFF-PA-10002659,10.816,4,3.5152
CA-2017-113481,1/2/2017,AS-10045,South,TEC-MA-10002178,695.7,2,-27.828
CA-2016-162901,3/28/2016,AS-10045,South,OFF-ST-10000649,31.4,2,7.85
CA-2016-145247,5/5/2016,ND-18370,South,OFF-PA-10003641,79.14,3,36.4044
US-2016-108504,2/5/2016,PP-18955,South,OFF-ST-10002344,80.98,1,1.6196
CA-2017-124828,7/3/2017,YS-21880,South,OFF-AR-10003514,9.552,3,1.5522
CA-2016-159212,11/1/2016,KM-16375,South,TEC-PH-10003988,21.8,2,6.104
CA-2014-120768,12/19/2014,IM-15070,South,OFF-BI-10001191,152.76,6,74.8524
CA-2017-117695,8/5/2017,PW-19030,South,OFF-PA-10002713,13.76,2,6.3296
CA-2016-133711,11/26/2016,MC-17425,South,OFF-PA-10001685,70.98,7,34.7802
CA-2017-148474,6/12/2017,ME-17320,South,OFF-BI-10000977,91.2,3,41.952
CA-2015-100769,5/16/2015,TH-21550,South,TEC-AC-10002402,255.968,4,31.996
CA-2016-121958,11/13/2016,CS-12505,South,OFF-SU-10000381,52.136,7,5.8653
CA-2017-101210,8/25/2017,DW-13540,South,OFF-AR-10003560,9.728,2,1.7024
CA-2014-123925,12/17/2014,RF-19840,South,OFF-AR-10002952,40.05,3,11.214
CA-2016-134208,9/17/2016,CS-12505,South,TEC-MA-10004458,396,4,190.08
CA-2015-103793,3/26/2015,BV-11245,South,OFF-PA-10001125,74.352,3,23.235
CA-2017-158386,10/16/2017,BO-11425,South,OFF-BI-10003719,124.75,5,57.385
CA-2014-116239,3/4/2014,CL-12565,South,OFF-ST-10001370,354.9,5,17.745
CA-2017-165029,11/26/2017,AH-10075,South,OFF-AR-10003504,12.84,3,3.7236
CA-2016-154403,5/23/2016,AP-10720,South,OFF-PA-10001526,4.98,1,2.4402
CA-2016-109911,5/12/2016,VG-21805,South,OFF-AR-10001662,10.96,4,2.9592
US-2016-132857,12/11/2016,CA-12775,South,OFF-AR-10003251,6.672,3,1.668
CA-2015-143119,9/24/2015,MC-17275,South,FUR-CH-10001270,517.5,6,155.25
CA-2015-150560,12/11/2015,SW-20455,South,OFF-LA-10003930,196.62,2,96.3438
CA-2016-106894,2/7/2016,CA-12265,South,TEC-AC-10003063,100,4,21
CA-2014-125136,9/28/2014,KD-16495,South,OFF-PA-10001457,96.256,8,31.2832
CA-2017-101483,7/29/2017,AG-10675,South,OFF-AP-10002082,34.848,2,6.534
CA-2016-155670,8/13/2016,EM-14065,South,OFF-BI-10000138,11.232,8,-8.2368
CA-2016-110254,8/4/2016,ML-17755,South,OFF-SU-10002573,35.06,2,10.518
US-2014-158057,3/22/2014,CC-12685,South,OFF-BI-10004410,7.644,4,-5.8604
CA-2014-132612,6/9/2014,FO-14305,South,FUR-TA-10004534,1441.3,7,245.021
CA-2016-109344,2/8/2016,CH-12070,South,TEC-PH-10002624,1127.976,3,126.8973
US-2015-140851,7/13/2015,ND-18460,South,OFF-PA-10000019,38.88,6,18.6624
CA-2015-131422,11/5/2015,GB-14530,South,FUR-CH-10001270,207,3,25.875
CA-2017-122693,2/19/2017,NH-18610,South,OFF-AP-10002518,1245.86,7,361.2994
CA-2014-117345,8/1/2014,BF-10975,South,OFF-LA-10000240,17.544,3,5.9211
CA-2016-157763,7/18/2016,KH-16330,South,FUR-CH-10000988,140.81,1,39.4268
US-2017-166611,3/28/2017,CK-12760,South,OFF-BI-10001191,68.742,9,-48.1194
CA-2014-140165,5/13/2014,EH-14005,South,OFF-FA-10002815,7.104,2,2.3976
CA-2017-145310,12/22/2017,JP-15520,South,OFF-EN-10002621,7.824,1,2.934
US-2017-108063,12/2/2017,AS-10090,South,OFF-AR-10001446,34.65,3,10.395
CA-2014-169775,8/29/2014,RA-19945,South,OFF-EN-10001749,29.808,2,10.8054
CA-2016-140543,6/29/2016,Co-12640,South,OFF-ST-10000563,191.88,6,19.188
US-2016-150567,5/17/2016,RP-19855,South,OFF-BI-10001757,2.952,2,-2.1648
CA-2014-103366,1/15/2014,EH-13990,South,TEC-AC-10003628,149.95,5,65.978
CA-2017-124597,4/30/2017,AS-10630,South,OFF-LA-10003190,4.608,2,1.6704
CA-2017-161200,8/6/2017,SV-20365,South,FUR-BO-10000468,145.74,3,23.3184
CA-2014-110408,10/18/2014,AS-10225,South,OFF-ST-10001522,275.97,3,11.0388
CA-2015-119592,12/14/2015,MM-18280,South,OFF-BI-10004187,3.76,2,1.8048
CA-2014-131905,2/6/2014,ND-18460,South,OFF-LA-10002787,15,4,7.2
CA-2017-163510,12/25/2017,JW-15955,South,OFF-ST-10000563,95.94,3,9.594
CA-2014-116407,11/15/2014,JF-15190,South,OFF-AR-10001315,4.224,3,0.4752
CA-2016-145905,9/18/2016,AM-10705,South,FUR-CH-10001854,350.98,1,84.2352
US-2015-164357,11/25/2015,SF-20065,South,OFF-AR-10001177,13.12,5,1.476
US-2016-146570,5/15/2016,SN-20710,South,OFF-BI-10001718,511.84,8,240.5648
US-2014-167633,9/30/2014,BW-11200,South,OFF-PA-10004888,15.552,3,5.4432
US-2017-168690,1/7/2017,TS-21085,South,OFF-BI-10000145,2.808,3,-1.9656
CA-2017-148166,10/21/2017,NK-18490,South,OFF-AR-10004956,17.856,4,2.0088
CA-2016-101378,7/14/2016,RH-19600,South,TEC-AC-10002345,29,2,7.25
CA-2016-136483,12/1/2016,AG-10390,South,OFF-AR-10000940,4.704,2,0.4116
CA-2014-163013,11/28/2014,BF-11080,South,OFF-AR-10001954,14.67,3,3.9609
US-2014-165659,6/1/2014,LT-17110,South,FUR-FU-10001935,22.2,6,9.102
CA-2016-164350,9/10/2016,CG-12040,South,OFF-AR-10000538,67.56,3,8.445
CA-2014-151953,9/20/2014,DB-13555,South,OFF-AR-10003469,2.816,2,0.9856
CA-2017-122994,2/6/2017,MV-17485,South,FUR-BO-10004015,359.97,3,79.1934
CA-2016-131065,11/14/2016,AA-10375,South,TEC-AC-10004145,499.98,2,114.9954
CA-2017-149146,10/12/2017,SM-20320,South,OFF-PA-10003919,7.968,2,2.6892
CA-2017-164917,12/2/2017,MK-17905,South,OFF-AR-10004344,47.96,5,4.1965
CA-2014-104283,6/27/2014,LM-17065,South,OFF-ST-10004337,306.2,5,0
CA-2016-112676,5/5/2016,PJ-18835,South,OFF-PA-10003971,14.352,3,5.2026
CA-2017-165687,11/17/2017,CS-12355,South,OFF-AP-10004036,35.04,2,12.264
CA-2015-149342,4/20/2015,TS-21160,South,TEC-PH-10001557,287.97,3,77.7519
CA-2016-106558,1/17/2016,DL-13495,South,TEC-AC-10001142,316,4,31.6
CA-2017-157931,9/17/2017,MO-17800,South,FUR-CH-10000785,723.92,4,188.2192
CA-2015-117828,12/23/2015,BD-11500,South,OFF-AP-10001563,194.32,4,56.3528
CA-2015-109470,12/31/2015,KC-16255,South,OFF-BI-10004492,94.74,3,44.5278
CA-2014-140886,9/30/2014,KW-16570,South,OFF-AP-10000696,69.216,6,11.2476
CA-2016-137736,11/10/2016,DC-13285,South,OFF-AR-10004999,41.86,7,10.465
US-2016-108637,3/13/2016,AB-10060,South,FUR-FU-10004864,127.88,2,40.9216
CA-2017-119669,1/24/2017,TP-21130,South,OFF-FA-10000053,5.67,3,0.1134
CA-2017-147361,9/9/2017,SB-20290,South,OFF-ST-10001809,628.81,7,12.5762
CA-2015-154746,11/14/2015,PJ-18835,South,OFF-EN-10001532,33.96,2,16.98
CA-2017-139948,7/17/2017,SW-20455,South,FUR-FU-10002597,7.904,2,2.1736
CA-2015-128027,9/14/2015,CM-12385,South,OFF-ST-10001809,269.49,3,5.3898
CA-2017-128755,5/4/2017,MK-18160,South,OFF-PA-10000726,9.11,1,4.0995
US-2016-135923,1/22/2016,CM-11935,South,FUR-FU-10002107,14.272,8,4.2816
US-2017-133781,6/22/2017,DC-12850,South,OFF-EN-10004483,37.608,3,12.6927
CA-2015-102722,4/18/2015,KW-16570,South,TEC-AC-10003116,106.5,6,41.535
CA-2017-155089,12/2/2017,DB-12910,South,OFF-BI-10002429,45.66,5,-33.484
CA-2014-108707,10/24/2014,DB-12910,South,OFF-PA-10000788,10.368,2,3.6288
CA-2014-111500,8/17/2014,DJ-13510,South,OFF-PA-10000595,114.2,5,52.532
CA-2017-101042,11/19/2017,AB-10105,South,FUR-FU-10004665,821.88,6,213.6888
CA-2016-155439,9/14/2016,PN-18775,South,OFF-PA-10000029,25.92,4,12.4416
CA-2016-118626,8/15/2016,JC-15775,South,TEC-PH-10000369,705.544,7,70.5544
US-2015-112508,3/24/2015,BP-11185,South,OFF-AP-10002287,6.992,2,0.5244
CA-2015-144288,12/25/2015,MB-17305,South,OFF-LA-10003190,9.216,4,3.3408
CA-2017-109589,12/21/2017,BD-11635,South,TEC-AC-10003116,71,4,27.69
CA-2014-129091,11/22/2014,RA-19885,South,OFF-EN-10004955,16.23,3,7.9527
US-2014-155502,1/26/2014,SD-20485,South,FUR-FU-10004587,62.82,3,30.7818
CA-2017-128300,11/24/2017,RS-19765,South,TEC-PH-10002807,79.1,2,39.55
CA-2014-112718,12/16/2014,KN-16450,South,OFF-BI-10000591,1.167,1,-0.8558
CA-2015-116750,7/5/2015,BF-10975,South,FUR-FU-10003829,4.928,2,0.7392
CA-2015-169740,2/20/2015,LM-17065,South,TEC-AC-10000927,29.99,1,2.999
CA-2016-149111,4/17/2016,BF-11170,South,TEC-PH-10003092,36.792,1,4.1391
CA-2016-164784,5/1/2016,HF-14995,South,OFF-LA-10001569,3.984,1,1.2948
CA-2017-132185,11/27/2017,DB-13615,South,OFF-AR-10000422,8.76,5,0.7665
CA-2016-133123,9/6/2016,KB-16315,South,OFF-EN-10003055,95.952,3,29.985
CA-2014-143182,10/15/2014,DL-12865,South,FUR-FU-10004270,15.384,1,4.0383
CA-2014-145317,3/18/2014,SM-20320,South,TEC-MA-10003626,821.3,4,-16.426
US-2015-120572,12/11/2015,GH-14425,South,OFF-BI-10001098,12.828,2,-8.9796
CA-2014-110100,4/25/2014,LC-16885,South,TEC-PH-10004531,302.376,3,37.797
CA-2017-128475,8/26/2017,SC-20680,South,TEC-AC-10000158,71.98,2,15.1158
CA-2014-121286,11/4/2014,ON-18715,South,OFF-FA-10000585,8.376,3,2.7222
CA-2016-164735,4/14/2016,TB-21400,South,OFF-ST-10001558,81.2,5,12.18
CA-2017-122707,4/16/2017,EB-13750,South,OFF-SU-10000157,477.24,4,9.5448
CA-2017-163321,8/7/2017,FM-14380,South,TEC-AC-10004571,79.992,1,21.9978
CA-2015-110247,12/4/2015,RH-19555,South,OFF-BI-10001553,8.226,3,-6.0324
CA-2016-146171,3/11/2016,JP-16135,South,FUR-FU-10004270,76.92,4,31.5372
CA-2017-158967,12/10/2017,BT-11680,South,FUR-FU-10001940,19.104,3,5.7312
CA-2017-108322,4/30/2017,SS-20140,South,FUR-FU-10001935,23.68,8,6.216
CA-2017-158743,10/20/2017,IG-15085,South,OFF-AR-10002257,13.36,4,4.1416
CA-2016-153318,10/25/2016,JS-15595,South,TEC-PH-10000984,783.96,5,78.396
CA-2017-134649,1/26/2017,CA-11965,South,OFF-AR-10001547,15.47,7,4.1769
CA-2016-147368,6/9/2016,TC-21295,South,TEC-MA-10002178,695.7,2,-27.828
US-2014-125521,3/14/2014,CK-12325,South,FUR-CH-10003379,1139.92,4,284.98
US-2017-135062,8/31/2017,RL-19615,South,OFF-PA-10000100,229.544,7,83.2097
CA-2017-157854,4/8/2017,DM-13345,South,FUR-FU-10003832,56.28,6,15.7584
CA-2016-123617,11/28/2016,AJ-10780,South,OFF-BI-10002976,7.434,6,-5.6994
CA-2016-154690,8/15/2016,CC-12370,South,FUR-CH-10000988,225.296,2,22.5296
CA-2017-138975,5/19/2017,SC-20380,South,TEC-AC-10003441,67.8,4,4.068
CA-2017-106537,8/12/2017,RH-19495,South,OFF-PA-10000223,20.736,4,7.2576
CA-2017-143861,6/12/2017,LC-16885,South,FUR-FU-10001546,17.088,2,1.068
CA-2014-142727,4/29/2014,HG-14845,South,FUR-CH-10002304,51.96,2,12.99
US-2016-164630,1/4/2016,EB-13975,South,TEC-CO-10000971,959.968,4,119.996
CA-2017-124898,9/11/2017,DB-12910,South,OFF-PA-10003656,184.66,7,84.9436
CA-2015-118444,11/5/2015,VD-21670,South,OFF-AP-10000576,387.136,4,24.196
CA-2017-128629,7/10/2017,BP-11155,South,FUR-FU-10000771,18.84,3,7.9128
US-2017-120390,10/19/2017,TH-21550,South,OFF-BI-10004995,1633.188,4,-1306.5504
CA-2017-167941,11/6/2017,JF-15565,South,OFF-AP-10002118,499.584,3,43.7136
CA-2014-109232,1/13/2014,ND-18370,South,FUR-CH-10000422,545.94,6,87.3504
CA-2016-139269,5/25/2016,JB-16045,South,FUR-FU-10000755,24.96,4,6.24
CA-2016-124772,12/5/2016,JG-15160,South,FUR-FU-10004748,191.82,3,74.8098
CA-2017-116855,12/17/2017,AI-10855,South,FUR-CH-10003846,504.9,5,80.784
US-2015-123960,6/11/2015,BD-11605,South,TEC-AC-10003038,53.7,6,10.203
US-2016-147991,5/5/2016,ZD-21925,South,FUR-FU-10004270,16.72,5,3.344
CA-2017-121419,4/2/2017,TC-21475,South,FUR-TA-10004534,411.8,2,70.006
US-2017-132297,5/27/2017,DW-13480,South,OFF-BI-10003364,58.34,2,28.0032
US-2017-159205,3/31/2017,DB-12910,South,FUR-FU-10001591,61,5,25.62
CA-2015-121720,6/11/2015,JE-15610,South,FUR-CH-10003312,1123.92,5,-182.637
US-2016-162677,3/26/2016,DB-13210,South,OFF-ST-10001291,67.64,5,5.9185
CA-2016-138695,5/28/2016,KC-16675,South,FUR-CH-10003833,390.272,8,-24.392
CA-2017-107461,12/21/2017,PK-19075,South,OFF-BI-10002003,23.88,6,11.2236
CA-2016-169026,8/8/2016,CM-12655,South,OFF-FA-10001883,23.34,3,0.2334
CA-2014-131527,12/1/2014,TB-21280,South,TEC-PH-10001644,95.968,4,9.5968
US-2016-140809,2/1/2016,CK-12760,South,OFF-ST-10002214,56.45,5,14.677
CA-2015-155453,8/9/2015,RA-19885,South,OFF-LA-10001613,4.608,2,1.6704
US-2016-161844,12/9/2016,DK-12835,South,FUR-TA-10001676,79.974,3,-29.3238
CA-2016-122518,3/4/2016,RF-19345,South,OFF-LA-10001641,10.08,4,3.528
CA-2014-143840,5/22/2014,EH-14185,South,TEC-PH-10002660,135.98,2,33.995
CA-2014-102988,4/5/2014,GM-14695,South,OFF-AR-10004757,22.96,7,7.5768
US-2014-117170,9/17/2014,KT-16465,South,TEC-AC-10001109,47.984,2,13.1956
CA-2016-162747,3/20/2016,AH-10030,South,FUR-FU-10003691,86.45,7,38.038
CA-2014-134551,12/20/2014,TS-21505,South,OFF-AP-10004868,43.512,7,3.8073
US-2017-162208,8/27/2017,SP-20620,South,OFF-EN-10004030,2.896,1,0.9774
CA-2017-148404,10/7/2017,Dp-13240,South,OFF-ST-10003208,580.672,4,65.3256
CA-2014-102274,11/21/2014,DH-13075,South,TEC-PH-10002923,36.99,1,9.9873
CA-2017-102554,6/11/2017,KN-16705,South,OFF-AR-10001919,3.76,2,1.0904
CA-2014-157609,3/16/2014,KN-16705,South,TEC-PH-10002415,471.92,2,29.495
CA-2015-153325,3/1/2015,ST-20530,South,OFF-BI-10004236,58.72,4,27.0112
CA-2015-153626,7/9/2015,EB-13870,South,OFF-AR-10000657,5.16,3,0.8385
CA-2016-166485,2/20/2016,AH-10210,South,OFF-PA-10004996,16.496,2,5.5674
CA-2016-165470,11/25/2016,HJ-14875,South,OFF-PA-10004675,5.08,1,1.651
CA-2017-128699,12/3/2017,ND-18370,South,TEC-AC-10001990,47.992,1,7.1988
CA-2016-146143,12/14/2016,MC-17845,South,FUR-FU-10002045,133.38,6,58.6872
CA-2015-100888,4/6/2015,MH-17455,South,OFF-PA-10001019,47.952,3,16.1838
CA-2014-124023,4/7/2014,PJ-19015,South,FUR-FU-10004415,8.96,2,2.7776
CA-2014-124688,8/27/2014,CC-12610,South,TEC-PH-10000455,579.95,5,168.1855
US-2016-134761,11/30/2016,DB-13210,South,TEC-PH-10002890,36.192,1,2.7144
CA-2017-120705,9/5/2017,MG-17875,South,OFF-ST-10001522,147.184,2,-29.4368
CA-2016-108616,9/29/2016,JK-15730,South,TEC-AC-10000420,209.97,3,71.3898
CA-2016-168536,12/20/2016,SC-20800,South,TEC-AC-10002323,66.3,3,8.619
US-2016-113649,8/9/2016,HA-14920,South,OFF-PA-10000130,30.816,9,9.63
CA-2017-148922,12/10/2017,SU-20665,South,TEC-AC-10001838,599.97,3,257.9871
CA-2015-141145,9/17/2015,DB-13405,South,TEC-AC-10001465,87.168,3,10.896
CA-2014-158771,5/9/2014,SB-20290,South,OFF-ST-10000107,83.25,3,14.985
CA-2017-155292,10/30/2017,RD-19810,South,OFF-ST-10004963,105.98,7,4.2392
CA-2015-143532,3/19/2015,DC-12850,South,OFF-PA-10001560,14.496,3,4.8924
CA-2016-104157,7/25/2016,MT-17815,South,OFF-ST-10000321,7.89,1,0.3156
CA-2017-158729,12/19/2017,AC-10450,South,OFF-SU-10002881,1665.62,2,33.3124
CA-2017-146535,11/24/2017,FM-14290,South,OFF-BI-10000546,2.88,1,1.4112
CA-2016-109743,9/22/2016,SH-19975,South,OFF-AR-10003727,40.776,3,4.5873
CA-2014-159184,9/14/2014,JC-15775,South,FUR-FU-10002878,142.4,5,52.688
CA-2015-168459,11/22/2015,MC-17275,South,OFF-BI-10003712,2.946,2,-2.0622
CA-2017-168102,4/24/2017,CP-12340,South,OFF-ST-10001370,113.568,2,-21.294
CA-2015-128083,3/12/2015,EB-13750,South,OFF-EN-10004030,8.688,3,2.9322
CA-2016-108567,5/20/2016,DB-13210,South,OFF-BI-10004140,2.694,2,-2.245
CA-2016-142097,10/15/2016,QJ-19255,South,OFF-BI-10002082,232.96,7,116.48
CA-2015-104941,6/13/2015,DH-13075,South,OFF-AR-10004269,24.78,6,6.9384
CA-2016-142370,9/19/2016,TP-21130,South,OFF-SU-10003002,5.04,2,0.1512
CA-2016-151155,12/20/2016,AB-10255,South,FUR-FU-10001918,18.92,4,7.3788
CA-2014-113047,10/24/2014,AP-10915,South,OFF-FA-10002763,11.85,3,3.792
